Accuracy_Argmax,F1_Argmax,ROC_AUC,Brier,ECE,VDS_Coverage,VDS_Selective_Accuracy,VDS_Abstention_Rate,seed
0.958041958041958,0.967391304347826,0.9888888888888889,0.03185130440122759,0.3408610949830995,0.9090909090909091,0.9846153846153847,0.09090909090909094,11
0.986013986013986,0.989010989010989,0.9955974842767296,0.01676577535998324,0.3622489561642116,0.916083916083916,0.9847328244274809,0.08391608391608396,23
0.965034965034965,0.9720670391061452,0.9953878406708596,0.025820388805828008,0.36102634016733887,0.9090909090909091,0.9846153846153847,0.09090909090909094,47
0.986013986013986,0.989010989010989,0.9972746331236897,0.017945189512942345,0.36384714902380627,0.8951048951048951,0.9921875,0.1048951048951049,89
0.965034965034965,0.9726775956284153,0.9784067085953878,0.03360931241597068,0.3548529597005526,0.916083916083916,0.9770992366412213,0.08391608391608396,173
