,CostOverhead_pct,CostOverhead_pct,SOC_Std_Baseline_Clean,SOC_Std_Baseline_Clean,SOC_Std_VDS_Clean,SOC_Std_VDS_Clean,MeanJ_Baseline_Clean,MeanJ_Baseline_Clean,MeanJ_VDS_Clean,MeanJ_VDS_Clean,DecVar_Baseline_Clean,DecVar_Baseline_Clean,DecVar_VDS_Clean,DecVar_VDS_Clean,MeanJ_Baseline_worst_0.4,MeanJ_Baseline_worst_0.4,MeanJ_VDS_worst_0.4,MeanJ_VDS_worst_0.4,SOC_Std_VDS_worst_0.4,SOC_Std_VDS_worst_0.4,JReduction_pct_0.4,JReduction_pct_0.4
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
alpha,,,,,,,,,,,,,,,,,,,,,,
0.5,0.3077522901074836,0.024448369972289774,1.2846909313499133,0.04915154329077857,1.0957746392246333,0.06686926546699293,0.7108395934922256,0.0058341423317927665,0.32378666253183497,0.0034279560185425974,0.3812409787930265,0.006130406918267582,0.3774755698685778,0.004616825194365265,1.7046397662991937,0.00656982122652728,0.3869608726464747,0.005011721004633723,2.160874504943493,0.04194652502744078,77.30008565399697,0.22017230386999953
0.75,0.3077522901074836,0.024448369972289774,1.2846909313499133,0.04915154329077857,1.0957746392246333,0.06686926546699293,0.7108395934922256,0.0058341423317927665,0.5195934576791357,0.004390395843943801,0.3812409787930265,0.006130406918267582,0.3774755698685778,0.004616825194365265,1.7046397662991937,0.00656982122652728,0.6040831082702363,0.006710737428534432,2.160874504943493,0.04194652502744078,64.56307482621716,0.2796138153208256
1.0,0.3077522901074836,0.024448369972289774,1.2846909313499133,0.04915154329077857,1.0957746392246333,0.06686926546699293,0.7108395934922256,0.0058341423317927665,0.7154002528264365,0.005368748641164614,0.3812409787930265,0.006130406918267582,0.3774755698685778,0.004616825194365265,1.7046397662991937,0.00656982122652728,0.8211902354996343,0.00840062686501988,2.160874504943493,0.04194652502744078,51.826948057048355,0.3389699189096584
1.5,0.3077522901074836,0.024448369972289774,1.2846909313499133,0.04915154329077857,1.0957746392246333,0.06686926546699293,0.7108395934922256,0.0058341423317927665,1.107013843121038,0.007347708070893809,0.3812409787930265,0.006130406918267582,0.3774755698685778,0.004616825194365265,1.7046397662991937,0.00656982122652728,1.255426673336985,0.011794671874432372,2.160874504943493,0.04194652502744078,26.353396471654218,0.45876963696412487
2.0,0.3077522901074836,0.024448369972289774,1.2846909313499133,0.04915154329077857,1.0957746392246333,0.06686926546699293,0.7108395934922256,0.0058341423317927665,1.4986274334156395,0.00934060695213503,0.3812409787930265,0.006130406918267582,0.3774755698685778,0.004616825194365265,1.7046397662991937,0.00656982122652728,1.689658065202097,0.015185735789740994,2.160874504943493,0.04194652502744078,0.8801401482913329,0.578740451538943
