,Accuracy_Argmax,Accuracy_Argmax,VDS_Coverage_Clean,VDS_Coverage_Clean,VDS_SelAcc_Clean,VDS_SelAcc_Clean,VDS_Abstain_Clean,VDS_Abstain_Clean,Acc_Argmax_PGD_0.2,Acc_Argmax_PGD_0.2,VDS_Coverage_PGD_0.2,VDS_Coverage_PGD_0.2,VDS_SelAcc_PGD_0.2,VDS_SelAcc_PGD_0.2,Acc_Argmax_PGD_0.4,Acc_Argmax_PGD_0.4,VDS_Coverage_PGD_0.4,VDS_Coverage_PGD_0.4,VDS_SelAcc_PGD_0.4,VDS_SelAcc_PGD_0.4
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
delta,,,,,,,,,,,,,,,,,,,,
0.1,0.972027972027972,0.013082718135573239,0.8797202797202797,0.01594650944194599,0.988975792088489,0.008924566109906964,0.12027972027972027,0.015946509441945998,0.7692307692307693,0.03389985914277158,0.6517482517482518,0.06805169580812788,0.8736923558216543,0.01286289473744053,0.4475524475524476,0.0625473560139801,0.6125874125874126,0.04654422739103144,0.41851455375006097,0.08136807616942279
0.25,0.972027972027972,0.013082718135573239,0.9034965034965035,0.011490683024583868,0.9861169540435822,0.006357237495624528,0.09650349650349652,0.011490683024583882,0.7692307692307693,0.03389985914277158,0.6881118881118881,0.06148281018275044,0.8599119589901474,0.008512672355119403,0.4475524475524476,0.0625473560139801,0.6573426573426573,0.044227659582774526,0.4189816127123661,0.0737870339904655
0.4,0.972027972027972,0.013082718135573239,0.909090909090909,0.008564649450290798,0.9846500660598944,0.005334725622371458,0.09090909090909094,0.008564649450290814,0.7692307692307693,0.03389985914277158,0.7090909090909091,0.0505725447042365,0.8513520174574907,0.014732445144378471,0.4475524475524476,0.0625473560139801,0.6895104895104895,0.06718383845860393,0.4218369377106592,0.06979177931295055
0.6,0.972027972027972,0.013082718135573239,0.9216783216783216,0.016695575365473187,0.9848215951089772,0.005404460333821622,0.07832167832167836,0.01669557536547319,0.7692307692307693,0.03389985914277158,0.7370629370629371,0.061083826019363456,0.8438817910480975,0.012918843361176243,0.4475524475524476,0.0625473560139801,0.7272727272727273,0.05018426606436123,0.42890143451887114,0.06294464180554817
0.8,0.972027972027972,0.013082718135573239,0.9258741258741259,0.014501007939390027,0.9848913472397982,0.005361911110497113,0.07412587412587412,0.01450100793939002,0.7692307692307693,0.03389985914277158,0.758041958041958,0.055196048281597555,0.8373161064207377,0.010538629621600364,0.4475524475524476,0.0625473560139801,0.7468531468531469,0.049792959773196935,0.4310047375308909,0.05942082270223855
