epsilon,attack,seed,Cost_Baseline,Cost_VDS,CostAmplification_Baseline,CostAmplification_VDS,PSI_Baseline,PSI_VDS,Mean_J_Baseline,Mean_J_VDS,SOC_Std_Baseline,SOC_Std_VDS,DecVar_Baseline,DecVar_VDS
0.6,random,173,2067.2059369007056,2069.404668087803,1.973333834842529,1.9694690816172655,0.34523809523809523,0.35267857142857145,1.5139623485415272,0.6249786645517614,1.9652071541094693,1.8518954976312973,0.6727974004569154,0.6795466159595532
0.6,worst,173,2877.482545982556,2878.909391717508,2.7468156731735167,2.7398812437223277,0.03571428571428571,0.04241071428571429,2.2138444380393136,0.9067673072314281,2.40454917068798,2.3566691628752183,0.37538677619633043,0.3791443096779132
0.7,random,173,2184.34458194613,2186.3168526247528,2.0851531981239186,2.0807353488005793,0.28720238095238093,0.29092261904761907,1.6110451139215092,0.6253428592801643,1.9750112897078098,1.8907479135890146,0.7604229846869139,0.7604398273234478
0.7,worst,173,3189.012106042938,3190.285169617692,3.0441986336454843,3.0362200781686592,0.03571428571428571,0.03943452380952381,2.4733174035315915,0.9571568044663108,2.479624395274233,2.439783765290348,0.37432519091394945,0.37652513405611626
0.8,random,173,2380.0145564868135,2382.3312064836327,2.271937772573626,2.2672837873111424,0.24479166666666666,0.24553571428571427,1.7635275762296654,0.6080610834211247,2.043806789919104,1.9287605717369394,0.8623552506935048,0.8688716992923415
0.8,worst,173,3501.7560255245266,3502.7489846190656,3.3427408093125863,3.3335944062830443,0.03869047619047619,0.03943452380952381,2.733070518903693,1.0090938237820493,2.5493181763832062,2.5143528244243787,0.37230996706360087,0.37530368976218575
0.9,random,173,2615.7697606793627,2617.7295961134714,2.4969873009582346,2.4913143297119444,0.22842261904761904,0.234375,1.9522239779495447,0.599700248057128,2.0250074522413444,1.9602736722604974,0.9212645191689125,0.9262182533109783
0.9,worst,173,3816.067783707175,3817.4738849879805,3.6427796279126197,3.633120627543773,0.03720238095238095,0.043154761904761904,2.9961143602364912,1.0705003407370874,2.6142073692878607,2.576635502405848,0.37070936086251083,0.37291794854337934
1.0,random,173,2623.07304601581,2624.9697302957857,2.503958943116697,2.4982048236973493,0.22172619047619047,0.2261904761904762,1.9607073006227336,0.6135587616660734,2.017006845793929,1.93444264015104,0.9103974592383985,0.9141521037703024
1.0,worst,173,4132.176051582542,4133.371016115256,3.9445333764564876,3.9337624702538556,0.04092261904761905,0.046130952380952384,3.2594770547176806,1.1323648410845826,2.6696184015544993,2.6391728324550034,0.363492568754456,0.3697791656016588
